ID,taxonomia,regional_boticario,uf,praca,Clustes exibidores,exibidores,Cluster formato,formato,estatico,digital,range_minimo,range_maximo,quantidade,periodicidade,s1,s2,s3,s4,flight,unitario_bruto_tabela,desconto,unitario_bruto_negociado,total_bruto_negociado
313,ouro produto,norte,ap,macapa,Bigdoor,Atos,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
314,ouro produto,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,8,13,8,Diaria,1,0,0,0,1,"1500,00","0,20","1200,00","9600,00"
315,ouro produto,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,25,8,Mensal,1,0,0,0,1,"1500,00","0,20","1200,00","9600,00"
316,ouro promo,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"5200,00","0,34","3432,00","3432,00"
317,ouro promo,norte,ap,macapa,Eletromidia,Bureau de mídia,Busdoor,Busdoor,1,0,5,10,1,Mensal,1,0,0,0,1,"7800,00","0,34","5148,00","5148,00"
318,ouro promo,norte,ap,macapa,Eletromidia,Bureau de mídia,MUB,Bikedoor,1,0,2,5,3,Mensal,3,0,0,0,1,"1550,00","0,20","1240,00","3720,00"
319,ouro promo,norte,ap,macapa,Bigdoor,Atos,Front,Frontlight,1,0,2,4,4,Diaria,4,0,4,0,2,"2450,00","0,20","1960,00","15680,00"
320,ouro promo,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,8,13,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
321,ouro promo,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,25,13,Mensal,13,0,0,0,1,"1500,00","0,20","1200,00","15600,00"
322,prata,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Frontlight,1,0,2,3,1,Mensal,1,0,0,0,1,"5200,00","0,34","3432,00","3432,00"
323,prata,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"7800,00","0,34","5148,00","5148,00"
324,prata,norte,ap,macapa,Bigdoor,Atos,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
325,prata,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,8,13,4,Mensal,4,0,0,0,1,"1500,00","0,20","1200,00","4800,00"
326,prata,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,25,4,Mensal,4,0,0,0,1,"1500,00","0,20","1200,00","4800,00"
327,data produto,norte,am,manaus,Bigdoor,WeOOH,Front,Painel de Led,0,1,2,3,2,Mensal,2,0,1,0,1,"5200,00","0,34","3432,00","6864,00"
328,data produto,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"7800,00","0,34","5148,00","10296,00"
329,data produto,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
330,data produto,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,15,0,0,0,1,"1500,00","0,20","1200,00","18000,00"
331,data produto,norte,am,manaus,Outros,The Voice,Front,Painel de Led,0,1,10,20,15,Mensal,0,0,15,0,1,"1500,00","0,20","1200,00","18000,00"
332,data produto,norte,am,manaus,Eletromidia,VSP Midia,Front,Frontlight,1,0,,,,,0,0,0,0,0,,,,
333,data produto,norte,am,manaus,Eletromidia,WVK midias,Outdoor,Outdoor lonado,1,0,2,3,1,Mensal,1,0,0,0,1,"5200,00","0,34","3432,00","3432,00"
334,data produto,norte,am,manaus,Outros,Puraka,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"7800,00","0,34","5148,00","5148,00"
335,data produto,norte,am,manaus,Outros,Puraka,Front,Frontlight,1,0,5,10,3,Mensal,3,0,0,0,1,"1550,00","0,20","1240,00","3720,00"
336,data produto,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Painel de Led,0,1,2,5,4,Diaria,4,0,4,0,2,"2450,00","0,20","1960,00","15680,00"
337,data produto,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
338,data promo,norte,am,manaus,Bigdoor,WeOOH,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"35211,99","0,55","15845,40","15845,40"
339,data promo,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
340,data promo,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,7,14,1,Bisemanal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
341,data promo,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,16,25,21,Mensal,20,0,0,0,1,"2900,00","0,10","2610,00","54810,00"
342,data promo,norte,am,manaus,Outros,The Voice,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"17576,00","0,55","7909,20","7909,20"
343,data promo,norte,am,manaus,Eletromidia,VSP Midia,Front,Frontlight,1,0,7,14,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
344,data promo,norte,am,manaus,Eletromidia,WVK midias,Outdoor,Outdoor lonado,1,0,16,25,21,Mensal,20,0,0,0,1,"3222,65","0,20","2578,12","54140,52"
345,data promo,norte,am,manaus,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,5,10,5,Diaria 8 horas,5,0,0,0,1,"2120,00","0,40","1272,00","6360,00"
346,data promo,norte,am,manaus,Outros,Puraka,Front,Painel de Led,0,1,6,12,3,Mensal,3,0,0,0,1,"12150,00","0,40","7290,00","21870,00"
347,data promo,norte,am,manaus,Outros,Puraka,Front,Frontlight,1,0,7,14,2,Mensal,2,0,0,0,1,"15000,00","0,49","7650,00","15300,00"
348,data promo,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"8980,00","0,25","6735,00","13470,00"
349,data promo,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Frontlight,1,0,7,14,2,Mensal,2,0,0,0,1,"14500,00","0,25","10875,00","21750,00"
350,data promo,norte,am,manaus,Bigdoor,Bureau Midia OOH,Busdoor,BackBus,1,0,6,15,10,Mensal,10,0,0,0,1,"1800,00","0,20","1440,00","14400,00"
351,ouro produto,norte,am,manaus,Bigdoor,WeOOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"35211,99","0,55","15845,40","15845,40"
352,ouro produto,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
353,ouro produto,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,2,6,1,Bisemanal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
354,ouro produto,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,10,20,20,Mensal,20,0,0,0,1,"2900,00","0,10","2610,00","52200,00"
355,ouro produto,norte,am,manaus,Outros,The Voice,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"17576,00","0,55","7909,20","7909,20"
356,ouro produto,norte,am,manaus,Eletromidia,VSP Midia,Front,Frontlight,1,0,2,6,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
357,ouro produto,norte,am,manaus,Eletromidia,WVK midias,Outdoor,Outdoor lonado,1,0,10,20,20,Mensal,20,0,0,0,1,"3222,65","0,20","2578,12","51562,40"
358,ouro produto,norte,am,manaus,Outros,Puraka,Front,Painel de Led,0,1,4,8,2,Mensal,2,0,0,0,1,"12150,00","0,40","7290,00","14580,00"
359,ouro produto,norte,am,manaus,Outros,Puraka,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"15000,00","0,49","7650,00","15300,00"
360,ouro produto,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Painel de Led,0,1,4,8,2,Mensal,2,0,0,0,1,"8980,00","0,25","6735,00","13470,00"
361,ouro produto,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"14500,00","0,25","10875,00","21750,00"
362,ouro promo,norte,am,manaus,Bigdoor,WeOOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"35211,99","0,55","15845,40","15845,40"
363,ouro promo,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
364,ouro promo,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,2,6,1,Bisemanal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
365,ouro promo,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,15,0,0,0,1,"2900,00","0,10","2610,00","39150,00"
366,ouro promo,norte,am,manaus,Outros,The Voice,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"17576,00","0,55","7909,20","7909,20"
367,ouro promo,norte,am,manaus,Eletromidia,VSP Midia,Front,Frontlight,1,0,2,6,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
368,ouro promo,norte,am,manaus,Eletromidia,WVK midias,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,15,0,0,0,1,"3222,65","0,20","2578,12","38671,80"
369,ouro promo,norte,am,manaus,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,7,30,3,Diaria 8 horas,3,3,3,3,1,"2120,00","0,40","1272,00","3816,00"
370,ouro promo,norte,am,manaus,Outros,Puraka,Front,Painel de Led,0,1,4,8,2,Mensal,2,0,0,0,1,"12150,00","0,40","7290,00","14580,00"
371,ouro promo,norte,am,manaus,Outros,Puraka,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"15000,00","0,49","7650,00","15300,00"
372,ouro promo,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"8980,00","0,25","6735,00","6735,00"
373,ouro promo,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Frontlight,1,0,2,6,1,Mensal,1,0,0,0,1,"14500,00","0,25","10875,00","10875,00"
374,ouro promo,norte,am,manaus,Bigdoor,Bureau Midia OOH,Busdoor,BackBus,1,0,4,10,10,Mensal,10,0,0,0,1,"1800,00","0,20","1440,00","14400,00"
375,prata,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,1,4,1,Bisemanal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
376,prata,norte,am,manaus,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,6,12,10,Mensal,10,0,0,0,1,"2900,00","0,10","2610,00","26100,00"
377,prata,norte,am,manaus,Outros,The Voice,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"17576,00","0,55","7909,20","7909,20"
378,prata,norte,am,manaus,Eletromidia,VSP Midia,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
379,prata,norte,am,manaus,Eletromidia,WVK midias,Outdoor,Outdoor lonado,1,0,6,12,10,Mensal,10,0,0,0,1,"3222,65","0,20","2578,12","25781,20"
380,prata,norte,am,manaus,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,4,15,3,Diaria 8 horas,3,0,3,0,2,"2120,00","0,40","1272,00","7632,00"
381,prata,norte,am,manaus,Outros,Puraka,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"12150,00","0,40","7290,00","7290,00"
382,prata,norte,am,manaus,Outros,Puraka,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"15000,00","0,49","7650,00","7650,00"
383,prata,norte,am,manaus,Bigdoor,Bureau Midia OOH,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"8980,00","0,25","6735,00","6735,00"
384,data produto,norte,to,palmas,Bigdoor,Tocantis / Apice,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,1,0,1,"21600,00","0,25","16200,00","32400,00"
385,data produto,norte,to,palmas,Outros,Led+,Front,Painel de Led,0,1,5,10,3,Mensal,3,0,0,0,1,"5437,50","0,30","3806,25","11418,75"
386,data produto,norte,to,palmas,Eletromidia,Bureau de Midia,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,0,0,1,"6900,00","0,20","5520,00","11040,00"
387,data produto,norte,to,palmas,Bigdoor,Tocantins / Apice,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,15,0,0,0,1,"1500,00","0,40","900,00","13500,00"
388,data produto,norte,to,palmas,Bigdoor,Artes Coloridas,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,0,0,15,0,1,"1500,00","0,45","825,00","12375,00"
389,data promo,norte,to,palmas,Bigdoor,Tocantis / Apice,Front,Painel de Led,0,1,5,10,1,Mensal,1,0,0,0,1,"21600,00","0,25","16200,00","16200,00"
390,data promo,norte,to,palmas,Outros,Led+,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,0,0,1,"5437,50","0,30","3806,25","7612,50"
391,data promo,norte,to,palmas,Eletromidia,Bureau de Midia,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,0,0,1,"6900,00","0,20","5520,00","11040,00"
392,data promo,norte,to,palmas,Bigdoor,Tocantins / Apice,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,15,0,0,0,1,"1500,00","0,40","900,00","13500,00"
393,data promo,norte,to,palmas,Bigdoor,Artes Coloridas,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,0,0,15,0,1,"1500,00","0,45","825,00","12375,00"
394,data promo,norte,to,palmas,Outros,S2xPromoçoes,Busdoor,Carro de Som,1,0,4,10,4,Diaria,4,0,4,0,2,"2120,00","0,40","1272,00","10176,00"
395,data promo,norte,to,palmas,Outros,Cartaxi,Busdoor,Vidro traseiro _ interno,1,0,6,12,7,Mensal,7,0,0,0,1,"1600,00","0,70","480,00","3360,00"
396,ouro produto,norte,to,palmas,Bigdoor,Tocantis / Apice,Front,Painel de Led,0,1,3,7,1,Mensal,1,0,0,0,1,"21600,00","0,25","16200,00","16200,00"
397,ouro produto,norte,to,palmas,Outros,Led+,Front,Painel de Led,0,1,3,7,1,Mensal,1,0,0,0,1,"5437,50","0,30","3806,25","3806,25"
398,ouro produto,norte,to,palmas,Eletromidia,Bureau de Midia,Front,Painel de Led,0,1,3,7,2,Mensal,2,0,0,0,1,"6900,00","0,20","5520,00","11040,00"
399,ouro produto,norte,to,palmas,Bigdoor,Tocantins / Apice,Outdoor,Outdoor lonado,1,0,8,15,12,Mensal,12,0,0,0,1,"1500,00","0,40","900,00","10800,00"
400,ouro produto,norte,to,palmas,Bigdoor,Artes Coloridas,Outdoor,Outdoor lonado,1,0,8,15,12,Mensal,0,0,12,0,1,"1500,00","0,45","825,00","9900,00"
401,ouro promo,norte,to,palmas,Bigdoor,Tocantis / Apice,Front,Painel de Led,0,1,3,7,1,Mensal,1,0,0,0,1,"21600,00","0,25","16200,00","16200,00"
402,ouro promo,norte,to,palmas,Outros,Led+,Front,Painel de Led,0,1,3,7,1,Mensal,1,0,0,0,1,"5437,50","0,30","3806,25","3806,25"
403,ouro promo,norte,to,palmas,Eletromidia,Bureau de Midia,Front,Painel de Led,0,1,3,7,1,Mensal,1,0,0,0,1,"6900,00","0,20","5520,00","5520,00"
404,ouro promo,norte,to,palmas,Bigdoor,Tocantins / Apice,Outdoor,Outdoor lonado,1,0,8,15,12,Mensal,12,0,0,0,1,"1500,00","0,40","900,00","10800,00"
405,ouro promo,norte,to,palmas,Bigdoor,Artes Coloridas,Outdoor,Outdoor lonado,1,0,8,15,12,Mensal,0,0,12,0,1,"1500,00","0,45","825,00","9900,00"
406,ouro promo,norte,to,palmas,Outros,S2xPromoçoes,Busdoor,Carro de Som,1,0,2,6,2,Diaria,2,0,2,0,2,"2120,00","0,40","1272,00","5088,00"
407,ouro promo,norte,to,palmas,Outros,Cartaxi,Busdoor,Vidro traseiro _ interno,1,0,5,10,5,Mensal,5,0,0,0,1,"1600,00","0,70","480,00","2400,00"
408,prata,norte,to,palmas,Outros,Led+,Front,Painel de Led,0,1,2,5,1,Mensal,1,0,0,0,1,"5437,50","0,30","3806,25","3806,25"
409,prata,norte,to,palmas,Eletromidia,Bureau de Midia,Front,Painel de Led,0,1,2,5,1,Mensal,1,0,0,0,1,"6900,00","0,20","5520,00","5520,00"
410,prata,norte,to,palmas,Bigdoor,Tocantins / Apice,Outdoor,Outdoor lonado,1,0,6,12,8,Mensal,8,0,0,0,1,"1500,00","0,40","900,00","7200,00"
411,prata,norte,to,palmas,Bigdoor,Artes Coloridas,Outdoor,Outdoor lonado,1,0,6,12,8,Mensal,0,0,8,0,1,"1500,00","0,45","825,00","6600,00"
412,prata,norte,to,palmas,Outros,S2xPromoçoes,Busdoor,Carro de Som,1,0,1,4,1,Diaria,1,0,1,0,2,"2120,00","0,40","1272,00","2544,00"
413,prata,norte,to,palmas,Outros,Cartaxi,Busdoor,Vidro traseiro _ interno,1,0,2,6,3,Mensal,2,0,0,0,1,"1600,00","0,70","480,00","1440,00"
414,data produto,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Painel de Led,0,1,3,6,2,Mensal,2,0,0,0,1,"4480,00","0,25","3360,00","6720,00"
415,data produto,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Painel de Led,0,1,3,6,1,Mensal,1,0,0,0,1,"15000,00","0,25","11250,00","11250,00"
416,data produto,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Painel de Led,0,1,3,6,1,Mensal,1,0,0,0,1,"32960,00","0,25","24720,00","24720,00"
417,data produto,norte,ro,porto velho,Bigdoor,m2 comunicações,Outdoor,Outdoor lonado,1,0,8,15,10,Bisemanal,10,0,0,0,1,"1560,00","0,25","1170,00","11700,00"
418,data produto,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Frontlight,1,0,2,5,2,Mensal,2,0,0,0,1,"4068,00","0,25","3051,00","6102,00"
419,data produto,norte,ro,porto velho,Bigdoor,m2 comunicações,Outdoor,Outdoor lonado,1,0,8,15,10,Bisemanal,10,0,0,0,1,"1560,00","0,25","1170,00","11700,00"
420,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Painel de Led,0,1,3,6,1,Mensal,1,0,0,0,1,"4480,00","0,25","3360,00","3360,00"
421,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Painel de Led,0,1,3,6,1,Mensal,1,0,0,0,1,"15000,00","0,25","11250,00","11250,00"
422,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Outdoor,Outdoor lonado,1,0,8,15,13,Bisemanal,13,0,0,0,1,"1560,00","0,25","1170,00","15210,00"
423,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Front,Frontlight,1,0,2,5,2,Diaria,2,0,0,0,1,"4068,00","0,25","3051,00","6102,00"
424,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Outdoor,Outdoor lonado,1,0,8,15,13,Bisemanal,0,0,13,0,1,"1560,00","0,25","1170,00","15210,00"
425,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Busdoor,Busdoor,1,0,5,10,7,Mensal,7,0,0,0,1,"1016,00","0,25","762,00","5334,00"
426,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Busdoor,Carro de Som,1,0,3,7,4,Diária,4,0,4,0,2,"2120,00","0,40","1272,00","10176,00"
427,data promo,norte,ro,porto velho,Bigdoor,m2 comunicações,Busdoor,Vidro traseiro _ interno,1,0,5,10,5,Mensal,5,0,0,0,1,"1600,00","0,70","480,00","2400,00"
428,ouro produto,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"4480,00","0,25","3360,00","6720,00"
429,ouro produto,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"15000,00","0,25","11250,00","11250,00"
430,ouro produto,norte,ro,porto velho,Bigdoor,M2Comunicações,Outdoor,Outdoor lonado,1,0,6,12,10,Bisemanal,10,0,0,0,1,"1560,00","0,25","1170,00","11700,00"
431,ouro produto,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Frontlight,1,0,1,3,2,Mensal,2,0,0,0,1,"4068,00","0,25","3051,00","6102,00"
432,ouro produto,norte,ro,porto velho,Bigdoor,M2Comunicações,Outdoor,Outdoor lonado,1,0,6,12,10,Bisemanal,10,0,0,0,1,"1560,00","0,25","1170,00","11700,00"
433,ouro promo,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"4480,00","0,25","3360,00","3360,00"
434,ouro promo,norte,ro,porto velho,Bigdoor,M2Comunicações,Outdoor,Outdoor lonado,1,0,6,12,13,Bisemanal,13,0,0,0,1,"1560,00","0,25","1170,00","15210,00"
435,ouro promo,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"4068,00","0,25","3051,00","3051,00"
436,ouro promo,norte,ro,porto velho,Bigdoor,M2Comunicações,Outdoor,Outdoor lonado,1,0,6,12,13,Bisemanal,0,0,13,0,1,"1560,00","0,25","1170,00","15210,00"
437,ouro promo,norte,ro,porto velho,Bigdoor,M2Comunicações,Busdoor,Busdoor,1,0,3,6,5,Mensal,5,0,0,0,1,"1016,00","0,25","762,00","3810,00"
438,ouro promo,norte,ro,porto velho,Outros,S2xPromoçoes,Busdoor,Carro de Som,1,0,2,6,4,Diaria,4,0,4,0,2,"2120,00","0,40","1272,00","10176,00"
439,ouro promo,norte,ro,porto velho,Outros,Cartaxi,Busdoor,Vidro traseiro _ interno,1,0,4,8,4,Mensal,4,0,0,0,1,"1600,00","0,70","480,00","1920,00"
440,prata,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Painel de Led,0,1,1,3,2,Mensal,2,0,0,0,1,"4480,00","0,25","3360,00","6720,00"
441,prata,norte,ro,porto velho,Bigdoor,M2Comunicações,Outdoor,Outdoor lonado,1,0,4,8,6,Bisemanal,6,0,0,0,1,"1560,00","0,25","1170,00","7020,00"
442,prata,norte,ro,porto velho,Bigdoor,M2Comunicações,Front,Frontlight,1,0,1,2,2,Mensal,2,0,0,0,1,"4068,00","0,25","3051,00","6102,00"
443,prata,norte,ro,porto velho,Bigdoor,M2Comunicações,Busdoor,Busdoor,1,0,2,4,3,Mensal,3,0,0,0,1,"1016,00","0,25","762,00","2286,00"
444,prata,norte,ro,porto velho,Outros,S2xPromoçoes,Busdoor,Carro de Som,1,0,1,3,2,Diaria,2,0,2,0,2,"2120,00","0,40","1272,00","5088,00"
445,prata,norte,ro,porto velho,Outros,Cartaxi,Busdoor,Vidro traseiro _ interno,1,0,3,6,3,Mensal,3,0,0,0,1,"1600,00","0,70","480,00","1440,00"
446,data produto,norte,ac,rio branco,Outros,Atual Publicidade,Front,Painel de Led - Topo de Prédio,0,1,3,5,2,Mensal,2,0,0,0,1,"4480,00","0,20","3584,00","7168,00"
447,data produto,norte,ac,rio branco,Outros,Atual Publicidade,Outdoor,Outdoor papel,1,0,8,15,15,Bisemanal,15,0,0,0,1,"1068,00","0,20","854,40","12816,00"
448,data produto,norte,ac,rio branco,Outros,Atual Publicidade,Front,Frontlight,1,0,2,4,2,Mensal,2,0,0,0,1,"4068,00","0,20","3254,40","6508,80"
449,data produto,norte,ac,rio branco,Bigdoor,Center Outdoor,Outdoor,Outdoor papel,1,0,8,15,15,Bisemanal,0,0,15,0,1,"600,00","0,20","480,00","7200,00"
450,data produto,norte,ac,rio branco,Eletromidia,Bureau de mídia,Front,Painel de Led ,0,1,3,5,1,Mensal,1,0,0,0,1,"6250,00","0,20","5000,00","5000,00"
451,data promo,norte,ac,rio branco,Outros,Atual Publicidade,Front,Painel de Led - Topo de Prédio,0,1,3,5,2,Mensal,1,0,0,0,1,"4480,00","0,20","3584,00","7168,00"
452,data promo,norte,ac,rio branco,Outros,Atual Publicidade,Outdoor,Outdoor papel,1,0,8,15,13,Bisemanal,1,0,0,0,1,"1068,00","0,20","854,40","11107,20"
453,data promo,norte,ac,rio branco,Outros,Atual Publicidade,Front,Frontlight,1,0,2,4,1,Mensal,13,0,0,0,1,"4068,00","0,20","3254,40","3254,40"
454,data promo,norte,ac,rio branco,Bigdoor,Center Outdoor,Outdoor,Outdoor papel,1,0,8,15,13,Bisemanal,2,0,0,0,1,"600,00","0,20","480,00","6240,00"
455,data promo,norte,ac,rio branco,Outros,Cartaxi,Busdoor,Vidro traseiro / interno,1,0,2,5,4,Mensal,0,0,13,0,1,"1600,00","0,70","480,00","1920,00"
456,data promo,norte,ro,porto velho,Outros,s2XPromoções,Busdoor,Carro de Som,1,0,5,10,4,Diaria,7,0,0,0,1,"2048,00","0,40","1228,80","4915,20"
457,ouro produto,norte,ac,rio branco,Outros,Atual Publicidade,Front,Painel de Led - Topo de Prédio,0,1,2,4,2,Mensal,2,0,0,0,1,"4480,00","0,20","3584,00","7168,00"
458,ouro produto,norte,ac,rio branco,Outros,Atual Publicidade,Outdoor,Outdoor papel,1,0,6,12,12,Bisemanal,12,0,0,0,1,"1068,00","0,20","854,40","10252,80"
459,ouro produto,norte,ac,rio branco,Outros,Atual Publicidade,Front,Frontlight,1,0,1,3,2,Mensal,2,0,0,0,1,"4068,00","0,20","3254,40","6508,80"
460,ouro produto,norte,ac,rio branco,Bigdoor,Center Outdoor,Outdoor,Outdoor papel,1,0,6,12,12,Bisemanal,0,0,12,0,1,"600,00","0,20","480,00","5760,00"
461,ouro produto,norte,ac,rio branco,Eletromidia,Bureau de mídia,Front,Painel de Led ,0,1,2,4,1,Mensal,1,0,0,0,1,"6250,00","0,20","5000,00","5000,00"
462,ouro promo,norte,ac,rio branco,Outros,Atual Publicidade,Front,Painel de Led - Topo de Prédio,0,1,2,4,2,Mensal,2,0,0,0,1,"4480,00","0,20","3584,00","7168,00"
463,ouro promo,norte,ac,rio branco,Outros,Atual Publicidade,Outdoor,Outdoor papel,1,0,6,12,10,Bisemanal,10,0,0,0,1,"1068,00","0,20","854,40","8544,00"
464,ouro promo,norte,ac,rio branco,Outros,Atual Publicidade,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"4068,00","0,20","3254,40","3254,40"
465,ouro promo,norte,ac,rio branco,Bigdoor,Center Outdoor,Outdoor,Outdoor papel,1,0,6,12,10,Bisemanal,0,0,10,0,1,"600,00","0,20","480,00","4800,00"
466,ouro promo,norte,ac,rio branco,Outros,Cartaxi,Busdoor,Vidro traseiro / interno,1,0,3,6,3,12 dias,3,0,3,0,2,"1600,00","0,70","480,00","2880,00"
467,ouro promo,norte,ac,rio branco,Outros,s2XPromoções,Busdoor,Carro de Som,1,0,2,6,3,Diaria,3,0,3,0,2,"2048,00","0,40","1228,80","7372,80"
468,prata,norte,ac,rio branco,Outros,Atual Publicidade,Front,Painel de Led - Topo de Prédio,0,1,1,1,1,Mensal,1,0,0,0,1,"4480,00","0,20","3584,00","3584,00"
