ID,taxonomia,regional_boticario,uf,praca,Clustes exibidores,exibidores,Cluster formato,formato,estatico,digital,range_minimo,range_maximo,quantidade,periodicidade,s1,s2,s3,s4,flight,unitario_bruto_tabela,desconto,unitario_bruto_negociado,total_bruto_negociado
1,data produto,centro oeste,mt,cuiaba,Outros,TC Painel,Outdoor,Outdoor Lonado,1,0,15,30,25,Bisemanal,25,0,0,0,1,"1875,00","0,06","1762,50","44062,50"
2,data produto,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Frontlight,1,0,5,10,1,Mensal,1,0,0,0,1,"6000,00","0,04","5760,00","5760,00"
3,data produto,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Painel de Led,0,1,8,16,4,Mensal,4,0,0,0,1,"2875,00","0,05","2731,25","10925,00"
4,data produto,centro oeste,mt,cuiaba,Bigdoor,WeOOh,Front,Painel de Led,0,1,8,16,3,Mensal,3,0,0,0,1,"27024,15","0,70","8107,25","24321,74"
5,data produto,centro oeste,mt,cuiaba,Outros,TC Painel,Empena,Empena,1,0,4,8,2,Mensal,2,0,0,0,1,"16250,00","0,05","15437,50","30875,00"
6,data produto,centro oeste,mt,cuiaba,Outros,Speed Label,Empena,Empena,1,0,4,8,1,Mensal,1,0,0,0,1,"24500,00","0,05","23275,00","23275,00"
7,data produto,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Frontlight,1,0,5,10,4,Mensal,4,0,0,0,1,"4800,00","0,05","4560,00","18240,00"
8,data produto,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Painel Gigante,1,0,4,8,1,Mensal,1,0,0,0,1,"23400,00","0,05","22230,00","22230,00"
9,data produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,5,10,2,Mensal,2,0,0,0,1,"12555,00","0,60","5022,00","10044,00"
10,data produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Outdoor,Outdoor Lonado,1,0,15,30,15,Mensal,0,0,15,0,1,"4075,00","0,60","1630,00","24450,00"
11,data produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Painel de Led,0,1,8,16,3,Mensal,3,0,0,0,1,"10005,00","0,50","5002,50","15007,50"
12,data produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,5,10,2,Mensal,2,0,0,0,1,"12555,00","0,60","5022,00","10044,00"
13,data produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Empena,Empena,1,0,4,8,1,Mensal,1,0,0,0,1,"62555,00","0,60","25022,00","25022,00"
14,data promo,centro oeste,mt,cuiaba,Outros,TC Painel,Outdoor,Outdoor Lonado,1,0,15,30,35,Bisemanal,35,0,0,0,1,"1875,00","0,06","1762,50","61687,50"
15,data promo,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Frontlight,1,0,5,10,1,Mensal,1,0,0,0,1,"6000,00","0,04","5760,00","5760,00"
16,data promo,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Painel de Led,0,1,8,16,3,Mensal,3,0,0,0,1,"2875,00","0,05","2731,25","8193,75"
17,data promo,centro oeste,mt,cuiaba,Bigdoor,WeOOh,Front,Painel de Led,0,1,8,16,3,Mensal,3,0,0,0,1,"27024,15","0,70","8107,25","24321,74"
18,data promo,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Frontlight,1,0,5,10,4,Mensal,4,0,0,0,1,"4800,00","0,05","4560,00","18240,00"
19,data promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,5,10,2,Mensal,2,0,0,0,1,"12555,00","0,60","5022,00","10044,00"
20,data promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Outdoor,Outdoor Lonado,1,0,15,30,30,Mensal,0,0,30,0,1,"4075,00","0,60","1630,00","48900,00"
21,data promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Painel de Led,0,1,8,16,3,Mensal,3,0,0,0,1,"10005,00","0,50","5002,50","15007,50"
22,data promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,5,10,2,Mensal,2,0,0,0,1,"12555,00","0,60","5022,00","10044,00"
23,data promo,centro oeste,mt,cuiaba,Outros,Tutto,Busdoor,Busdoor,1,0,15,25,20,Mensal,20,0,0,0,1,"4065,00","0,40","2439,00","48780,00"
24,data promo,centro oeste,mt,cuiaba,Outros,Cartaxi,Busdoor,Taxi - Vidro traseiro + interno,1,0,20,30,25,Mensal,25,0,0,0,1,"1600,00","0,70","480,00","12000,00"
25,ouro produto,centro oeste,mt,cuiaba,Outros,TC Painel,Outdoor,Outdoor Lonado,1,0,10,25,20,Bisemanal,20,0,0,0,1,"1875,00","0,06","1762,50","35250,00"
26,ouro produto,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"6000,00","0,04","5760,00","5760,00"
27,ouro produto,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Painel de Led,0,1,6,12,3,Mensal,3,0,0,0,1,"2875,00","0,05","2731,25","8193,75"
28,ouro produto,centro oeste,mt,cuiaba,Bigdoor,WeOOh,Front,Painel de Led,0,1,6,12,3,Mensal,3,0,0,0,1,"27024,15","0,70","8107,25","24321,74"
29,ouro produto,centro oeste,mt,cuiaba,Outros,TC Painel,Empena,Empena,1,0,3,6,1,Mensal,1,0,0,0,1,"16250,00","0,05","15437,50","15437,50"
30,ouro produto,centro oeste,mt,cuiaba,Outros,Speed Label,Empena,Empena,1,0,3,6,1,Mensal,1,0,0,0,1,"24500,00","0,05","23275,00","23275,00"
31,ouro produto,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"4800,00","0,05","4560,00","9120,00"
32,ouro produto,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Painel Gigante,1,0,3,6,1,Mensal,1,0,0,0,1,"23400,00","0,05","22230,00","22230,00"
33,ouro produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"12555,00","0,60","5022,00","5022,00"
34,ouro produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Outdoor,Outdoor Lonado,1,0,10,25,15,Mensal,0,0,15,0,1,"4075,00","0,60","1630,00","24450,00"
35,ouro produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Painel de Led,0,1,6,12,3,Mensal,3,0,0,0,1,"10005,00","0,50","5002,50","15007,50"
36,ouro produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"12555,00","0,60","5022,00","5022,00"
37,ouro produto,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Empena,Empena,1,0,3,6,1,Mensal,1,0,0,0,1,"62555,00","0,60","25022,00","25022,00"
38,ouro promo,centro oeste,mt,cuiaba,Outros,TC Painel,Outdoor,Outdoor Lonado,1,0,10,25,28,Bisemanal,28,0,0,0,1,"1875,00","0,06","1762,50","49350,00"
39,ouro promo,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"6000,00","0,04","5760,00","5760,00"
40,ouro promo,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"2875,00","0,05","2731,25","5462,50"
41,ouro promo,centro oeste,mt,cuiaba,Bigdoor,WeOOh,Front,Painel de Led,0,1,6,12,3,Mensal,3,0,0,0,1,"27024,15","0,70","8107,25","24321,74"
42,ouro promo,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"4800,00","0,05","4560,00","9120,00"
43,ouro promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"12555,00","0,60","5022,00","5022,00"
44,ouro promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Outdoor,Outdoor Lonado,1,0,10,25,23,Mensal,0,0,23,0,1,"4075,00","0,60","1630,00","37490,00"
45,ouro promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Painel de Led,0,1,6,12,4,Mensal,4,0,0,0,1,"10005,00","0,50","5002,50","20010,00"
46,ouro promo,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"12555,00","0,60","5022,00","10044,00"
47,ouro promo,centro oeste,mt,cuiaba,Outros,Tutto,Busdoor,Busdoor,1,0,10,20,15,Mensal,15,0,0,0,1,"4065,00","0,40","2439,00","36585,00"
48,ouro promo,centro oeste,mt,cuiaba,Outros,Cartaxi,Busdoor,Taxi - Vidro traseiro + interno,1,0,15,25,25,Mensal,25,0,0,0,1,"1600,00","0,70","480,00","12000,00"
49,prata,centro oeste,mt,cuiaba,Outros,TC Painel,Outdoor,Outdoor Lonado,1,0,8,18,15,Bisemanal,15,0,0,0,1,"1875,00","0,06","1762,50","26437,50"
50,prata,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"6000,00","0,04","5760,00","5760,00"
51,prata,centro oeste,mt,cuiaba,Outros,TC Painel,Front,Painel de Led,0,1,4,8,2,Mensal,2,0,0,0,1,"2875,00","0,05","2731,25","5462,50"
52,prata,centro oeste,mt,cuiaba,Bigdoor,WeOOh,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"27024,15","0,70","8107,25","8107,25"
53,prata,centro oeste,mt,cuiaba,Outros,Speed Label,Front,Frontlight,1,0,3,6,2,Mensal,2,0,0,0,1,"4800,00","0,05","4560,00","9120,00"
54,prata,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"12555,00","0,60","5022,00","5022,00"
55,prata,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Outdoor,Outdoor Lonado,1,0,8,18,10,Mensal,0,0,10,0,1,"4075,00","0,60","1630,00","16300,00"
56,prata,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Painel de Led,0,1,4,8,2,Mensal,2,0,0,0,1,"10005,00","0,50","5002,50","10005,00"
57,prata,centro oeste,mt,cuiaba,Bigdoor,Cuiabá Outdoor,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"12555,00","0,60","5022,00","5022,00"
58,prata,centro oeste,mt,cuiaba,Outros,Tutto,Busdoor,Busdoor,1,0,8,15,11,Mensal,11,0,0,0,1,"4065,00","0,40","2439,00","26829,00"
59,data produto,centro oeste,go,goiania,Outros,Kallas,Front,Painel de Led,0,1,8,17,1,Bisemanal,0,1,1,0,2,"7200,00","0,35","4680,00","9360,00"
60,data produto,centro oeste,go,goiania,Bigdoor,WeOOH,Front,Painel de Led,0,1,8,17,1,Mensal,1,0,0,0,1,"27025,00","0,30","18917,50","18917,50"
61,data produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Outdoor,Outdoor Lonado,1,0,15,30,20,Bisemanal,20,0,0,0,1,"3247,00","0,20","2597,60","51952,00"
62,data produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Frontlight,1,0,7,16,3,Mensal,3,0,0,0,1,"13000,00","0,20","10400,00","31200,00"
63,data produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Painel de Led,0,1,8,17,4,Mensal,4,0,0,0,1,"14950,00","0,20","11960,00","47840,00"
64,data produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Empena,Empena,1,0,3,6,2,Mensal,2,0,0,0,1,"39600,00","0,20","31680,00","63360,00"
65,data produto,centro oeste,go,goiania,Outros,Visao Paineis,Outdoor,Outdoor Lonado,1,0,15,30,20,Bisemanal,0,0,20,0,1,"3750,00","0,20","3000,00","60000,00"
66,data produto,centro oeste,go,goiania,Eletromidia,Lets Fly Midia,Empena,Empena,1,0,3,6,1,Mensal,1,0,0,0,1,"94860,00","0,20","75888,00","75888,00"
67,data produto,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Painel de Led,0,1,8,17,3,Mensal,3,0,0,0,1,"5000,00","0,35","3250,00","9750,00"
68,data produto,centro oeste,go,goiania,Outros,Fenix Paineis,Empena,Empena,1,0,3,6,2,Mensal,2,0,0,0,1,"35988,00","0,35","23392,20","46784,40"
69,data produto,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Frontlight,1,0,7,16,4,Mensal,4,0,0,0,1,"9696,00","0,35","6302,40","25209,60"
70,data produto,centro oeste,go,goiania,Outros,Mude,MUB,Painel Mub,1,0,10,30,13,Semanal,13,13,0,0,2,"2200,00","0,20","1760,00","45760,00"
71,data promo,centro oeste,go,goiania,Outros,Kallas,Front,Painel de Led,0,1,8,17,1,Bisemanal,0,1,1,0,1,"7200,00","0,35","4680,00","4680,00"
72,data promo,centro oeste,go,goiania,Bigdoor,WeOOH,Front,Painel de Led,0,1,8,17,1,Mensal,1,0,0,0,1,"27025,00","0,30","18917,50","18917,50"
73,data promo,centro oeste,go,goiania,Eletromidia,Capital Midia,Outdoor,Outdoor Lonado,1,0,15,30,25,Bisemanal,25,0,0,0,1,"3247,00","0,20","2597,60","64940,00"
74,data promo,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Frontlight,1,0,7,16,3,Mensal,3,0,0,0,1,"13000,00","0,20","10400,00","31200,00"
75,data promo,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Painel de Led,0,1,8,17,3,Mensal,3,0,0,0,1,"14950,00","0,20","11960,00","35880,00"
76,data promo,centro oeste,go,goiania,Outros,Visao Paineis,Outdoor,Outdoor Lonado,1,0,15,30,25,Bisemanal,0,0,25,0,1,"3750,00","0,20","3000,00","75000,00"
77,data promo,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Painel de Led,0,1,8,17,3,Mensal,3,0,0,0,1,"5000,00","0,35","3250,00","9750,00"
78,data promo,centro oeste,go,goiania,Carrega+,Carrega+,Busdoor,BackSeat,1,0,10,25,22,Mensal,22,0,0,0,1,"12873,00","0,82","2317,14","50977,08"
79,data promo,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Frontlight,1,0,7,16,4,Mensal,4,0,0,0,1,"9696,00","0,35","6302,40","25209,60"
80,data promo,centro oeste,go,goiania,Outros,Mude,Front,Painel,1,0,10,30,24,Semanal,24,24,0,0,2,"2200,00","0,20","1760,00","84480,00"
81,data promo,centro oeste,go,goiania,Outros,Tutto Me,Busdoor,Backbus,1,0,10,25,14,Mensal,14,0,0,0,1,"9388,00","0,40","5632,80","78859,20"
82,ouro produto,centro oeste,go,goiania,Outros,Kallas,Front,Painel de Led,0,1,5,14,1,Bisemanal,0,1,0,0,1,"7200,00","0,35","4680,00","4680,00"
83,ouro produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Outdoor,Outdoor Lonado,1,0,10,20,18,Bisemanal,18,0,0,0,1,"3247,00","0,20","2597,60","46756,80"
84,ouro produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Frontlight,1,0,4,10,2,Mensal,2,0,0,0,1,"13000,00","0,20","10400,00","20800,00"
85,ouro produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Painel de Led,0,1,5,14,2,Mensal,2,0,0,0,1,"14950,00","0,20","11960,00","23920,00"
86,ouro produto,centro oeste,go,goiania,Eletromidia,Capital Midia,Empena,Empena,1,0,1,3,1,Mensal,1,0,0,0,1,"39600,00","0,20","31680,00","31680,00"
87,ouro produto,centro oeste,go,goiania,Outros,Visao Paineis,Outdoor,Outdoor Lonado,1,0,10,20,18,Bisemanal,0,0,18,0,1,"3750,00","0,20","3000,00","54000,00"
88,ouro produto,centro oeste,go,goiania,Eletromidia,Lets Fly Midia,Empena,Empena,1,0,1,3,1,Mensal,1,0,0,0,1,"94860,00","0,20","75888,00","75888,00"
89,ouro produto,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Painel de Led,0,1,5,14,3,Mensal,3,0,0,0,1,"5000,00","0,35","3250,00","9750,00"
90,ouro promo,centro oeste,go,goiania,Outros,Fenix Paineis,Empena,Empena,1,0,1,3,1,Mensal,1,0,0,0,1,"35988,00","0,35","23392,20","23392,20"
91,ouro promo,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Frontlight,1,0,4,10,2,Mensal,2,0,0,0,1,"9696,00","0,35","6302,40","12604,80"
92,ouro promo,centro oeste,go,goiania,Outros,Mude,MUB,Painel MUB,1,0,8,20,12,Semanal,12,12,0,0,2,"2200,00","0,20","1760,00","42240,00"
93,ouro promo,centro oeste,go,goiania,Outros,Kallas,Front,Painel de Led,0,1,5,14,1,Bisemanal,0,1,1,0,1,"7200,00","0,35","4680,00","4680,00"
94,ouro promo,centro oeste,go,goiania,Bigdoor,WeOOH,Front,Painel de Led,0,1,5,14,1,Mensal,1,0,0,0,1,"27025,00","0,30","18917,50","18917,50"
95,ouro promo,centro oeste,go,goiania,Eletromidia,Capital Midia,Outdoor,Outdoor Lonado,1,0,10,20,18,Bisemanal,18,0,0,0,1,"3247,00","0,20","2597,60","46756,80"
96,ouro promo,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Frontlight,1,0,4,10,2,Mensal,2,0,0,0,1,"13000,00","0,20","10400,00","20800,00"
97,ouro promo,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Painel de Led,0,1,5,14,2,Mensal,2,0,0,0,1,"14950,00","0,20","11960,00","23920,00"
98,ouro promo,centro oeste,go,goiania,Outros,Visao Paineis,Outdoor,Outdoor Lonado,1,0,10,20,18,Bisemanal,0,0,18,0,1,"3750,00","0,20","3000,00","54000,00"
99,ouro promo,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Painel de Led,0,1,5,14,2,Mensal,2,0,0,0,1,"5000,00","0,35","3250,00","6500,00"
100,ouro promo,centro oeste,go,goiania,Carrega+,Carrega+,Busdoor,BackSeat,1,0,8,15,15,Mensal,15,0,0,0,1,"12873,00","0,82","2317,14","34757,10"
101,ouro promo,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Frontlight,1,0,4,10,2,Mensal,2,0,0,0,1,"9696,00","0,35","6302,40","12604,80"
102,ouro promo,centro oeste,go,goiania,Outros,Mude,Front,Painel,1,0,7,20,20,Semanal,20,20,0,0,2,"2200,00","0,20","1760,00","70400,00"
103,ouro promo,centro oeste,go,goiania,Outros,Tutto Me,Busdoor,Backbus,1,0,7,20,10,Mensal,10,0,0,0,1,"9388,00","0,40","5632,80","56328,00"
104,prata,centro oeste,go,goiania,Outros,Kallas,Front,Painel de Led,0,1,3,10,1,Bisemanal,0,1,1,0,1,"7200,00","0,35","4680,00","4680,00"
105,prata,centro oeste,go,goiania,Eletromidia,Capital Midia,Outdoor,Outdoor Lonado,1,0,8,15,8,Bisemanal,8,0,0,0,1,"3247,00","0,20","2597,60","20780,80"
106,prata,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Frontlight,1,0,2,6,1,Mensal,1,0,0,0,1,"13000,00","0,20","10400,00","10400,00"
107,prata,centro oeste,go,goiania,Eletromidia,Capital Midia,Front,Painel de Led,0,1,3,10,1,Mensal,1,0,0,0,1,"14950,00","0,20","11960,00","11960,00"
108,prata,centro oeste,go,goiania,Outros,Visao Paineis,Outdoor,Outdoor Lonado,1,0,8,15,8,Bisemanal,0,0,8,0,1,"3750,00","0,20","3000,00","24000,00"
109,prata,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Painel de Led,0,1,3,10,1,Mensal,1,0,0,0,1,"5000,00","0,35","3250,00","3250,00"
110,prata,centro oeste,go,goiania,Carrega+,Carrega+,Busdoor,BackSeat,1,0,5,10,8,Mensal,8,0,0,0,1,"12873,00","0,82","2317,14","18537,12"
111,prata,centro oeste,go,goiania,Outros,Fenix Paineis,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"9696,00","0,35","6302,40","12604,80"
112,prata,centro oeste,go,goiania,Outros,Mude,Front,Painel,1,0,5,15,6,Semanal,5,5,0,0,2,"2200,00","0,20","1760,00","21120,00"
113,prata,centro oeste,go,goiania,Outros,Tutto Me,Busdoor,Backbus,1,0,7,20,5,Mensal,5,0,0,0,1,"9388,00","0,40","5632,80","28164,00"
114,data produto,centro oeste,ms,campo grande,Eletromidia,Total Midia,Outdoor,Outdoor Lonado,1,0,15,30,20,Bisemanal,20,0,0,0,1,"1700,00","0,06","1598,00","31960,00"
115,data produto,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Frontlight,1,0,5,13,4,Mensal,4,0,0,0,1,"3500,00","0,04","3360,00","13440,00"
116,data produto,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Painel de Led,0,1,6,15,3,Mensal,3,0,0,0,1,"7000,00","0,14","6020,00","18060,00"
117,data produto,centro oeste,ms,campo grande,Bigdoor,WeOOh,Front,Painel de Led,0,1,6,15,2,Mensal,2,0,0,0,1,"27024,15","0,70","8107,25","16214,49"
118,data produto,centro oeste,ms,campo grande,Bigdoor,WeOOh,Empena,Media Wall/Empena - Master,0,1,1,3,1,Mensal,1,0,0,0,1,"61819,20","0,45","34000,56","34000,56"
119,data produto,centro oeste,ms,campo grande,Bigdoor,WeOOh,MUB,BigMub,0,1,8,18,14,Mensal,14,0,0,0,1,"7020,00","0,68","2246,40","31449,60"
120,data produto,centro oeste,ms,campo grande,Eletromidia,Top Midia,Front,Frontlight,1,0,5,13,4,Mensal,4,0,0,0,1,"9000,00","0,20","7200,00","28800,00"
121,data produto,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Painel de Led,0,1,6,15,15,Diária,0,1,1,0,2,"400,00","0,10","360,00","10800,00"
122,data produto,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Frontlight,1,0,5,13,3,Mensal,3,0,0,0,1,"4200,00","0,10","3780,00","11340,00"
123,data produto,centro oeste,ms,campo grande,Outros,Zoom Comunicação,MUB,Abrigo de onibus,1,0,10,20,20,Mensal,29,0,0,0,1,"550,00","0,27","401,50","8030,00"
124,data promo,centro oeste,ms,campo grande,Eletromidia,Total Midia,Outdoor,Outdoor Lonado,1,0,15,30,20,Bisemanal,20,0,0,0,1,"1700,00","0,06","1598,00","31960,00"
125,data promo,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Frontlight,1,0,5,13,4,Mensal,4,0,0,0,1,"3500,00","0,04","3360,00","13440,00"
126,data promo,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Painel de Led,0,1,6,15,3,Mensal,3,0,0,0,1,"7000,00","0,14","6020,00","18060,00"
127,data promo,centro oeste,ms,campo grande,Bigdoor,WeOOh,Front,Painel de Led,0,1,6,15,2,Mensal,2,0,0,0,1,"27024,15","0,70","8107,25","16214,49"
128,data promo,centro oeste,ms,campo grande,Bigdoor,WeOOh,MUB,BigMub,0,1,8,18,14,Mensal,14,0,0,0,1,"7020,00","0,68","2246,40","31449,60"
129,data promo,centro oeste,ms,campo grande,Eletromidia,Top Midia,Front,Frontlight,1,0,5,13,4,Mensal,4,0,0,0,1,"9000,00","0,20","7200,00","28800,00"
130,data promo,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Painel de Led,0,1,6,15,15,Diária,0,15,15,0,2,"400,00","0,10","360,00","10800,00"
131,data promo,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Frontlight,1,0,5,13,3,Mensal,3,0,0,0,1,"4200,00","0,10","3780,00","11340,00"
132,data promo,centro oeste,ms,campo grande,Outros,Zoom Comunicação,MUB,Abrigo de onibus,1,0,10,20,20,Mensal,20,0,0,0,1,"550,00","0,27","401,50","8030,00"
133,data promo,centro oeste,ms,campo grande,Outros,Tutto,Busdoor,Busdoor ,1,0,8,15,10,Mensal,10,0,0,0,1,"4113,00","0,40","2467,80","24678,00"
134,data promo,centro oeste,ms,campo grande,Outros,Cartaxi,Busdoor,Taxi - Vidro traseiro + interno,1,0,15,25,20,Mensal,20,0,0,0,1,"1600,00","0,70","480,00","9600,00"
135,ouro produto,centro oeste,ms,campo grande,Eletromidia,Total Midia,Outdoor,Outdoor Lonado,1,0,10,20,16,Bisemanal,16,0,0,0,1,"1700,00","0,06","1598,00","25568,00"
136,ouro produto,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Frontlight,1,0,4,12,3,Mensal,4,0,0,0,1,"3500,00","0,04","3360,00","10080,00"
137,ouro produto,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Painel de Led,0,1,5,15,2,Mensal,2,0,0,0,1,"7000,00","0,14","6020,00","12040,00"
138,ouro produto,centro oeste,ms,campo grande,Bigdoor,WeOOh,Front,Painel de Led,0,1,5,15,2,Mensal,2,0,0,0,1,"27024,15","0,70","8107,25","16214,49"
139,ouro produto,centro oeste,ms,campo grande,Bigdoor,WeOOh,Empena,Media Wall/Empena - Master,0,1,1,2,1,Mensal,1,0,0,0,1,"61819,20","0,45","34000,56","34000,56"
140,ouro produto,centro oeste,ms,campo grande,Bigdoor,WeOOh,MUB,BigMub,0,1,6,14,10,Mensal,10,0,0,0,1,"7020,00","0,68","2246,40","22464,00"
141,ouro produto,centro oeste,ms,campo grande,Eletromidia,Top Midia,Front,Frontlight,1,0,4,12,4,Mensal,4,0,0,0,1,"9000,00","0,20","7200,00","28800,00"
142,ouro produto,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Painel de Led,0,1,5,15,4,Diária,0,4,4,0,2,"400,00","0,10","360,00","2880,00"
143,ouro produto,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Frontlight,1,0,4,12,2,Mensal,3,0,0,0,1,"4200,00","0,10","3780,00","7560,00"
144,ouro produto,centro oeste,ms,campo grande,Outros,Zoom Comunicação,MUB,Abrigo de onibus,1,0,10,20,15,Mensal,15,0,0,0,1,"550,00","0,27","401,50","6022,50"
145,ouro promo,centro oeste,ms,campo grande,Eletromidia,Total Midia,Outdoor,Outdoor Lonado,1,0,10,20,16,Bisemanal,16,0,0,0,1,"1700,00","0,06","1598,00","25568,00"
146,ouro promo,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Frontlight,1,0,4,12,4,Mensal,4,0,0,0,1,"3500,00","0,04","3360,00","13440,00"
147,ouro promo,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Painel de Led,0,1,5,15,2,Mensal,2,0,0,0,1,"7000,00","0,14","6020,00","12040,00"
148,ouro promo,centro oeste,ms,campo grande,Bigdoor,WeOOh,Front,Painel de Led,0,1,5,15,2,Mensal,2,0,0,0,1,"27024,15","0,70","8107,25","16214,49"
149,ouro promo,centro oeste,ms,campo grande,Bigdoor,WeOOh,MUB,BigMub,0,1,6,14,10,Mensal,10,0,0,0,1,"7020,00","0,68","2246,40","22464,00"
150,ouro promo,centro oeste,ms,campo grande,Eletromidia,Top Midia,Front,Frontlight,1,0,4,12,4,Mensal,4,0,0,0,1,"9000,00","0,20","7200,00","28800,00"
151,ouro promo,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Painel de Led,0,1,5,15,4,Diária,0,4,4,0,2,"400,00","0,10","360,00","2880,00"
152,ouro promo,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Frontlight,1,0,4,12,2,Mensal,2,0,0,0,1,"4200,00","0,10","3780,00","7560,00"
153,ouro promo,centro oeste,ms,campo grande,Outros,Zoom Comunicação,MUB,Abrigo de onibus,1,0,10,20,15,Mensal,15,0,0,0,1,"550,00","0,27","401,50","6022,50"
